,transaction_id,procedure_id,trans_group_id,trans_group_ar,trans_group_en,procedure_name_ar,procedure_name_en,instance_date,property_type_id,property_type_ar,property_type_en,property_sub_type_id,property_sub_type_ar,property_sub_type_en,property_usage_ar,property_usage_en,reg_type_id,reg_type_ar,reg_type_en,area_id,area_name_ar,area_name_en,building_name_ar,building_name_en,project_number,project_name_ar,project_name_en,master_project_en,master_project_ar,nearest_landmark_ar,nearest_landmark_en,nearest_metro_ar,nearest_metro_en,nearest_mall_ar,nearest_mall_en,rooms_ar,rooms_en,has_parking,procedure_area,actual_worth,meter_sale_price,rent_value,meter_rent_price,no_of_parties_role_1,no_of_parties_role_2,no_of_parties_role_3
276209,2-13-2018-1409,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,12-02-2018,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,350,الثنيه الخامسة,Al Thanyah Fifth,جولد كرست التنفيذي,GoldCrest Executive,149.0,جولد كريست اكزيكنتف,GOLD CREST EXECUTIVE,Jumeirah Lakes Towers, ابراج بحيرات الجميرا,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,أبراج بحيرات جميرا,Jumeirah Lakes Towers,مارينا مول,Marina Mall,استوديو,Studio,1,34.63,528563.0,15263.14,,,1.0,1.0,0.0
61331,2-13-2014-6205,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,20-08-2014,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,410,نخلة جميرا,Palm Jumeirah,الخشكار,Al Khushkar,,,,Palm Jumeirah,نخلة جميرا,برج العرب,Burj Al Arab,نخلة جميرا,Palm Jumeirah,مارينا مول,Marina Mall,غرفتين,2 B/R,1,144.07,1468500.0,10192.96,,,1.0,1.0,0.0
692991,2-371-2014-87,371,2,رهون,Mortgages,تسجيل حق منفعة بالاجارة,Lease Development Registration,25-12-2014,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,484,ند حصة,Nadd Hessa,سيليكون جيت 1,SILICON GATES 1,774.0,بوابة السيليكون 1,SILICON GATE 1,Silicon Oasis,واحة السيليكون,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفة,1 B/R,1,79.01,550000.0,6961.14,550000.0,6961.0,2.0,2.0,2.0
1008158,1-102-2021-21996,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,22-11-2021,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,526,الخليج التجارى,Business Bay,جي ون - 2,J ONE - 2,1913.0,جي ون ,J ONE,Business Bay,الخليج التجاري,وسط مدينة دبي,Downtown Dubai,محطة مترو بوج خليفة دبي مول,Buj Khalifa Dubai Mall Metro Station,مول دبي,Dubai Mall,غرفتين,2 B/R,1,186.8,3540751.0,18954.77,,,1.0,1.0,0.0
567954,2-107-2006-25,107,2,رهون,Mortgages,تسجيل إيجارة تنتهى بالتملك - تسجيل مبدئى,Lease to Own Registration Pre-Registration,01-06-2009,3,وحدة,Unit,42.0,مكتب,Office,تجاري,Commercial,0,على الخارطة,Off-Plan Properties,526,الخليج التجارى,Business Bay,ذا بيناري من أمنيات,THE BINARY BY OMNIYAT,1174.0,ذا باينري من أمنيات,THE BINARY BY OMNIYAT,Business Bay,الخليج التجاري,وسط مدينة دبي,Downtown Dubai,محطة مترو الخليج التجاري,Business Bay Metro Station,مول دبي,Dubai Mall,,,1,81.3,777976.0,9569.2,777976.0,9569.0,2.0,2.0,2.0
790611,2-13-2019-3155,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,15-05-2019,1,أرض,Land,,,,أخرى,Other,1,العقارات القائمة,Existing Properties,504,مدينة هند 3,Madinat Hind 3,,,,,,,,,,,,,,,,0,1115.48,1620000.0,1452.29,,,1.0,1.0,0.0
645814,1-102-2008-21333,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,21-01-2010,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,284,جبل على,Jabal Ali,Celestial Heights Polaris ,Celestial Heights Polaris ,36.0, بولريس سلستيال هايتس,CELESTIAL HEIGHTS POLARIS,Down Town Jabal Ali,دون تاون جبل علي,موقع إكسبو 2020,Expo 2020 Site,محطة مترو الإمارات العربية المتحدة للصرافة,UAE Exchange Metro Station,ابن بطوطة مول,Ibn-e-Battuta Mall,غرفة,1 B/R,0,99.37,1182180.0,11896.75,,,1.0,1.0,0.0
605907,1-102-2021-282,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,05-01-2021,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,409,البرشاء جنوب الثالثة,Al Barshaa South Third,سامانا هيلز,Samana Hills,2154.0,سامانا هيلز,SAMANA HILLS,Arjan,أرجان,موتور سيتي,Motor City,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,استوديو,Studio,1,32.58,449000.0,13781.46,,,1.0,1.0,0.0
90781,2-810-2023-16,810,2,رهون,Mortgages,تسجيل اجارة تمويلية,Lease Finance Registration,13-01-2023,4,فيلا,Villa,,,,تجاري,Commercial,1,العقارات القائمة,Existing Properties,445,جبل علي الأولى,Jabal Ali First,,,,,,Al Furjan,الفرجان,موقع إكسبو 2020,Expo 2020 Site,محطة مترو ابن بطوطة,Ibn Battuta Metro Station,ابن بطوطة مول,Ibn-e-Battuta Mall,,,0,600.0,3600000.0,6000.0,,,1.0,1.0,0.0
809592,2-13-2018-3098,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,10-04-2018,1,أرض,Land,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,340,القوز الثانيه,Al Goze Second,,,,,,,,وسط مدينة دبي,Downtown Dubai,محطة مترو الخليج التجاري,Business Bay Metro Station,مول دبي,Dubai Mall,,,0,955.41,1900000.0,1988.68,,,1.0,1.0,0.0
7262,1-102-2022-38641,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,21-11-2022,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,364,الوصل,Al Wasl,فيريديان,Viridian,2324.0,فيريديان,Viridian,City Walk,ستي ووك,,,,,,,غرفة,1 B/R,1,63.42,1266000.0,19962.16,,,1.0,1.0,0.0
973921,1-11-2012-1366,11,1,مبايعات,Sales,بيع,Sell,06-03-2012,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,330,مرسى دبي,Marsa Dubai,تورش تاور,Torch Tower,257.0,برج الشعلة,TORCH TOWER,Dubai Marina,دبي مارينا,برج العرب,Burj Al Arab,ابراج مارينا,Marina Towers,مارينا مول,Marina Mall,غرفتين,2 B/R,1,111.34,1071776.0,9626.15,,,1.0,1.0,0.0
1010598,1-11-2005-1484,11,1,مبايعات,Sales,بيع,Sell,15-06-2005,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,359,الطوار الثالثه,Al Twar Third,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو اتصالات,Etisalat Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1393.55,1500000.0,1076.39,,,1.0,1.0,0.0
265265,1-41-2021-10049,41,1,مبايعات,Sales,بيع مبدئى,Delayed Sell,28-09-2021,4,فيلا,Villa,4.0,فيلا,Villa,سكني,Residential,1,العقارات القائمة,Existing Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,,,1992.0, كلوب فيلاز في دبي هيلز,Club Villas at Dubai Hills,DUBAI HILLS - CLUB VILLAS,دبي هيليز - كلوب فيلاز,آي إم جي وورلد أدفينتشرز,IMG World Adventures,محطة مترو نور بنك,Noor Bank Metro Station,مول الإمارات,Mall of the Emirates,ثلاث غرف,3 B/R,0,268.73,4200000.0,15629.07,,,1.0,1.0,0.0
730055,1-102-2013-2902,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,09-05-2013,3,وحدة,Unit,101.0,شقة فندقية,Hotel Apartment,ضيافة,Hospitality ,0,على الخارطة,Off-Plan Properties,390,برج خليفة,Burj Khalifa,العنوان فاونتن فيوز رزيدنسز - البرج 1 ,Address Fountain Views Residences - Tower 1,1333.0,العنوان رزيدنس فاونتن فيوز,The Address Residence-Fountain Views,Burj Khalifa,برج خليفة,وسط مدينة دبي,Downtown Dubai,محطة مترو بوج خليفة دبي مول,Buj Khalifa Dubai Mall Metro Station,مول دبي,Dubai Mall,غرفتين,2 B/R,1,125.38,3230888.0,25768.77,,,1.0,1.0,0.0
666747,2-13-2014-3620,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,05-05-2014,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,330,مرسى دبي,Marsa Dubai,ترايدنت جراند ريزيدنس,TRIDENT GRAND RESIDENCE,208.0,ترايدنت جراند,TRIDENT GRAND,Dubai Marina,دبي مارينا,برج العرب,Burj Al Arab,مساكن شاطئ الجميرا,Jumeirah Beach Resdency,مارينا مول,Marina Mall,غرفتين,2 B/R,1,136.19,1240000.0,9104.93,,,1.0,1.0,0.0
832776,2-13-2022-10846,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,20-07-2022,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,467,وادي الصفا 5,Wadi Al Safa 5,سكاي كورتس B,Skycourts Tower B,794.0,سكاي كورتس,SKY COURTS,Residential Complex,ريزيدينتشل كموبليكس,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفتين,2 B/R,1,119.53,439584.0,3677.6,,,2.0,1.0,0.0
905809,2-810-2020-158,810,2,رهون,Mortgages,تسجيل اجارة تمويلية,Lease Finance Registration,18-03-2020,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,441,البرشاء جنوب الرابعة,Al Barsha South Fourth,EATON PLACE,EATON PLACE,1871.0,إيتون بلايس,EATON PLACE,Jumeirah Village Circle,قرية جميرا الدائرية,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,محطة مترو النخيل,Nakheel Metro Station,مارينا مول,Marina Mall,غرفة,1 B/R,1,82.51,401909.0,4871.03,,,1.0,1.0,0.0
604405,2-110-2008-200101,110,2,رهون,Mortgages,تسجيل إيجارة تنتهى بالتملك,Lease to Own Registration,03-03-2008,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,330,مرسى دبي,Marsa Dubai,امواج 4,Amwaj 4,,,,Jumeriah Beach Residence  - JBR,جميرا بيتش ريزيدنس  - الجيه بي آر ,برج العرب,Burj Al Arab,مساكن شاطئ جميرا,Jumeirah Beach Residency,مارينا مول,Marina Mall,غرفتين,2 B/R,1,124.78,1347337.0,10797.7,1347337.0,10798.0,2.0,2.0,4.0
747570,1-11-2013-32621,11,1,مبايعات,Sales,بيع,Sell,03-10-2013,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,350,الثنيه الخامسة,Al Thanyah Fifth,جولد كرست فيوز-2,GOLDCREST VIEWS 2,150.0, جولد كريست فيو 2,GOLD CREST VIEWS2,Jumeirah Lakes Towers, ابراج بحيرات الجميرا,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,أبراج بحيرات جميرا,Jumeirah Lakes Towers,مارينا مول,Marina Mall,غرفتين,2 B/R,1,100.64,1175000.0,11675.28,,,1.0,1.0,0.0
1035733,1-102-2013-8970,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,03-10-2013,3,وحدة,Unit,101.0,شقة فندقية,Hotel Apartment,ضيافة,Hospitality ,0,على الخارطة,Off-Plan Properties,390,برج خليفة,Burj Khalifa,العنوان فاونتن فيوز رزيدنسز - البرج 2,Address Fountain Views Residences - Tower 2,1336.0,إطلالات على نافورة العنوان II,THE ADDRESS RESIDENCE FOUNTAIN VIEWS II,Burj Khalifa,برج خليفة,وسط مدينة دبي,Downtown Dubai,محطة مترو بوج خليفة دبي مول,Buj Khalifa Dubai Mall Metro Station,مول دبي,Dubai Mall,غرفتين,2 B/R,1,136.46,3247888.0,23801.03,,,1.0,2.0,0.0
348427,2-14-2017-1022,14,2,رهون,Mortgages,تعديل رهن,Modify Mortgage,05-10-2017,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,442,البرشاء جنوب الخامسة,Al Barsha South Fifth,امبيريال ريزيدنس بوديم,IMPERIAL RESIDENCE PODIUM,210.0,إمبريال ريزيدنس,IMPERIAL RESIDENCE,Jumeirah Village Triangle,قرية جميرا المثلثة,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,محطة مترو النخيل,Nakheel Metro Station,مارينا مول,Marina Mall,ثلاث غرف,3 B/R,1,230.12,1562400.0,6789.5,,,1.0,1.0,0.0
673977,1-41-2016-918,41,1,مبايعات,Sales,بيع مبدئى,Delayed Sell,17-02-2016,1,أرض,Land,,,,أخرى,Other,1,العقارات القائمة,Existing Properties,480,سيح شعيب 1,Saih Shuaib 1,,,,,,,,دبي باركس اند ريزورتس,Dubai Parks and Resorts,,,,,,,0,1050.03,1412750.0,1345.44,,,1.0,1.0,0.0
579197,1-102-2016-9207,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,18-07-2016,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,485,معيصم الأول,Me'Aisem First,الاندلس مبنى باء,Al Andalus Building B,1652.0,الأندلس,ALANDALUS,Jumeirah Golf Estates,جميرا غولف للعقارات,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,عقارات داماك,Damac Properties,مارينا مول,Marina Mall,غرفة,1 B/R,1,75.59,740000.0,9789.65,,,1.0,2.0,0.0
216700,1-102-2021-2391,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,02-03-2021,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,526,الخليج التجارى,Business Bay,س ل س دبي,SLS DUBAI,1886.0,اس ال اس دبي ,SLS DUBAI,Business Bay,الخليج التجاري,وسط مدينة دبي,Downtown Dubai,محطة مترو بوج خليفة دبي مول,Buj Khalifa Dubai Mall Metro Station,مول دبي,Dubai Mall,استوديو,Studio,1,60.84,1180000.0,19395.13,,,1.0,1.0,0.0
596121,1-41-2019-3098,41,1,مبايعات,Sales,بيع مبدئى,Delayed Sell,21-08-2019,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,445,جبل علي الأولى,Jabal Ali First,,,2075.0,غاردينيا تاون هومز في وصل غيت,GardeniaTownHomes @ wasl gate,Wasl Gate,وصل جيت,موقع إكسبو 2020,Expo 2020 Site,محطة مترو الطاقة,ENERGY Metro Station,ابن بطوطة مول,Ibn-e-Battuta Mall,,,0,302.41,1985777.0,6566.51,,,1.0,2.0,0.0
95521,1-11-2018-3099,11,1,مبايعات,Sales,بيع,Sell,21-03-2018,3,وحدة,Unit,101.0,شقة فندقية,Hotel Apartment,ضيافة,Hospitality ,1,العقارات القائمة,Existing Properties,526,الخليج التجارى,Business Bay,BAYS EDGE,BAYS EDGE,1345.0,حافة الخليج,BAY'S EDGE,Business Bay,الخليج التجاري,وسط مدينة دبي,Downtown Dubai,محطة مترو الخليج التجاري,Business Bay Metro Station,مول دبي,Dubai Mall,غرفة,1 B/R,1,79.85,1500000.0,18785.22,,,1.0,1.0,0.0
795508,2-13-2021-8161,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,30-06-2021,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,350,الثنيه الخامسة,Al Thanyah Fifth,برج الكونكورد 1,CONCORDE TOWER 1,883.0, كونكورد تاور,CONCORDE TOWER,Jumeirah Lakes Towers, ابراج بحيرات الجميرا,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,أبراج بحيرات جميرا,Jumeirah Lakes Towers,مارينا مول,Marina Mall,غرفة,1 B/R,1,75.76,300000.0,3959.87,,,1.0,1.0,0.0
148148,2-107-2008-1501,107,2,رهون,Mortgages,تسجيل إيجارة تنتهى بالتملك - تسجيل مبدئى,Lease to Own Registration Pre-Registration,26-10-2009,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,467,وادي الصفا 5,Wadi Al Safa 5,سكاي كورتس E,Skycourts Tower E,794.0,سكاي كورتس,SKY COURTS,Residential Complex,ريزيدينتشل كموبليكس,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,استوديو,Studio,1,39.45,283369.0,7183.0,283369.0,7183.0,2.0,2.0,2.0
214285,1-814-2016-5,814,1,مبايعات,Sales,تسجيل إيجارة تنتهي بالتملك على حق منفعة,Lease to Own on Development Registration,21-01-2016,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,484,ند حصة,Nadd Hessa,اكسيس ريزيدنسز 4,AXIS RESIDENCES 4,1250.0,المحور 4 ريزيدنس,AXIS RESIDENCES 4,Silicon Oasis,واحة السيليكون,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,سيتي سنتر مردف,City Centre Mirdif,غرفة,1 B/R,1,80.86,615000.0,7605.74,,,2.0,2.0,2.0
613972,1-11-2013-35349,11,1,مبايعات,Sales,بيع,Sell,05-11-2013,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,526,الخليج التجارى,Business Bay,ويست هايتس 5,WEST HEIGHTS 5,,,,Business Bay,الخليج التجاري,برج خليفة,Burj Khalifa,محطة مترو الخليج التجاري,Business Bay Metro Station,مول دبي,Dubai Mall,ثلاث غرف,3 B/R,1,204.01,3600000.0,17646.19,,,1.0,1.0,0.0
585409,2-110-2016-227,110,2,رهون,Mortgages,تسجيل إيجارة تنتهى بالتملك,Lease to Own Registration,22-02-2016,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,343,ورسان الاولى,Al Warsan First,K02,K02,,,,International City Phase 1,المدينة العالمية - المرحلة الاولى,,,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,غرفة,1 B/R,0,67.0,553500.0,8261.19,553500.0,8261.0,4.0,2.0,2.0
275382,1-45-2014-185,45,1,مبايعات,Sales,بيع حق منفعة,Sell Development,31-03-2014,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,329,المركز التجارى الثانيه,Trade Center Second,المركز التجاري العالمي رزيدنس,WORLD TRADE CENTRE RESIDENCES,,,,,,برج خليفة,Burj Khalifa,محطة مترو المركز التجاري,Trade Centre Metro Station,مول دبي,Dubai Mall,غرفة,1 B/R,1,134.99,2400000.0,17779.09,,,1.0,1.0,0.0
286539,1-102-2014-8790,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,05-08-2014,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,485,معيصم الأول,Me'Aisem First,ليك سايد سي,LAKESIDE C,436.0,ليكسايد,LAKESIDE,International Media Production Zone,المنطقة العالمية للإنتاج الإعلامي,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,عقارات داماك,Damac Properties,مارينا مول,Marina Mall,استوديو,Studio,1,35.3,352450.0,9984.42,,,1.0,1.0,0.0
